Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,consent,gender,gender_3_TEXT,ethnicity,ethnicity_10_TEXT,age,attention_check,tribe_preference,choleric_definition,comments,PROLIFIC_PID,condition,condition_1-tribe_a-positive_trait_1,condition_1-tribe_a-positive_trait_2,condition_1-tribe_a-positive_trait_3,condition_1-tribe_a-positive_trait_4,condition_1-tribe_a-positive_trait_5,condition_1-tribe_a-positive_trait_6,condition_1-tribe_a-negative_trait_1,condition_1-tribe_a-negative_trait_2,condition_1-tribe_a-negative_trait_3,condition_1-tribe_a-negative_trait_4,condition_1-tribe_a-negative_trait_5,condition_1-tribe_a-negative_trait_6,condition_1-tribe_b-positive_trait_1,condition_1-tribe_b-positive_trait_2,condition_1-tribe_b-positive_trait_3,condition_1-tribe_b-positive_trait_4,condition_1-tribe_b-positive_trait_5,condition_1-tribe_b-positive_trait_6,condition_1-tribe_b-negative_trait_1,condition_1-tribe_b-negative_trait_2,condition_1-tribe_b-negative_trait_3,condition_1-tribe_b-negative_trait_4,condition_1-tribe_b-negative_trait_5,condition_1-tribe_b-negative_trait_6,condition_2-tribe_a-positive_trait_1,condition_2-tribe_a-positive_trait_2,condition_2-tribe_a-positive_trait_3,condition_2-tribe_a-positive_trait_4,condition_2-tribe_a-positive_trait_5,condition_2-tribe_a-positive_trait_6,condition_2-tribe_a-negative_trait_1,condition_2-tribe_a-negative_trait_2,condition_2-tribe_a-negative_trait_3,condition_2-tribe_a-negative_trait_4,condition_2-tribe_a-negative_trait_5,condition_2-tribe_a-negative_trait_6,condition_2-tribe_b-positive_trait_1,condition_2-tribe_b-positive_trait_2,condition_2-tribe_b-positive_trait_3,condition_2-tribe_b-positive_trait_4,condition_2-tribe_b-positive_trait_5,condition_2-tribe_b-positive_trait_6,condition_2-tribe_b-negative_trait_1,condition_2-tribe_b-negative_trait_2,condition_2-tribe_b-negative_trait_3,condition_2-tribe_b-negative_trait_4,condition_2-tribe_b-negative_trait_5,condition_2-tribe_b-negative_trait_6,condition_3-tribe_b-positive_trait_1,condition_3-tribe_b-positive_trait_2,condition_3-tribe_b-positive_trait_3,condition_3-tribe_b-positive_trait_4,condition_3-tribe_b-positive_trait_5,condition_3-tribe_b-positive_trait_6,condition_3-tribe_b-negative_trait_1,condition_3-tribe_b-negative_trait_2,condition_3-tribe_b-negative_trait_3,condition_3-tribe_b-negative_trait_4,condition_3-tribe_b-negative_trait_5,condition_3-tribe_b-negative_trait_6,condition_3-tribe_a-positive_trait_1,condition_3-tribe_a-positive_trait_2,condition_3-tribe_a-positive_trait_3,condition_3-tribe_a-positive_trait_4,condition_3-tribe_a-positive_trait_5,condition_3-tribe_a-positive_trait_6,condition_3-tribe_a-negative_trait_1,condition_3-tribe_a-negative_trait_2,condition_3-tribe_a-negative_trait_3,condition_3-tribe_a-negative_trait_4,condition_3-tribe_a-negative_trait_5,condition_3-tribe_a-negative_trait_6,condition_4-tribe_b-positive_trait_1,condition_4-tribe_b-positive_trait_2,condition_4-tribe_b-positive_trait_3,condition_4-tribe_b-positive_trait_4,condition_4-tribe_b-positive_trait_5,condition_4-tribe_b-positive_trait_6,condition_4-tribe_b-negative_trait_1,condition_4-tribe_b-negative_trait_2,condition_4-tribe_b-negative_trait_3,condition_4-tribe_b-negative_trait_4,condition_4-tribe_b-negative_trait_5,condition_4-tribe_b-negative_trait_6,condition_4-tribe_a-positive_trait_1,condition_4-tribe_a-positive_trait_2,condition_4-tribe_a-positive_trait_3,condition_4-tribe_a-positive_trait_4,condition_4-tribe_a-positive_trait_5,condition_4-tribe_a-positive_trait_6,condition_4-tribe_a-negative_trait_1,condition_4-tribe_a-negative_trait_2,condition_4-tribe_a-negative_trait_3,condition_4-tribe_a-negative_trait_4,condition_4-tribe_a-negative_trait_5,condition_4-tribe_a-negative_trait_6
Progress,Duration (in seconds),Finished,Recorded Date,Distribution Channel,User Language,"Information and consent for participants

Thank you for considering participating in this study. This information sheet outlines the purpose of the study and provides a description of your involvement and rights as a participant, if you agree to take part. 

 

1. What is the research about?

This study is about how we evaluate new groups. You will be asked to imagine that you meet a new alien tribe and its members and evaluate this group. This study is part of a larger project that is suppored by the US Department of Defense through an award to the Center for Open Science. Information on this will be collected through the subsequent short questionnaire, which takes less than ten minutes and is followed by a debriefing. 

 

2. Do I have to take part?

It is up to you to decide whether to take part in it. You do not have to take part if you do not want to. If you do decide to take part, we will ask you to click ‘Yes’ at the end of this page.

 

3. What will my involvement be?

You will be asked to imagine that you travel to a remote planet where you encounter two different alien tribes; we will provide you with ifnormation on these tribes and ask you to evaluate the information. 

As this protocol does not pose more than minimal risk, in the unlikely event of a medical emergency, no medical treatment will be administered by the research team, nor will you be compensated for any treatment sought independently.

 

4. How do I withdraw from the study?

You can withdraw from the study at any point, without having to give a reason, by exiting the survey. If any questions during the questionnaire make you feel uncomfortable, you do not have to answer them. Withdrawing from the study will have no effect on you. If you withdraw from the study we will not retain the information you have given thus far. However, because data collected becomes anonymous upon completion of the questionnaire, it will not be possible to locate and delete a participant’s data once you have completed the questionnaire.

 

5. What will my information be used for?

We collected information for a research project to gain insight into how participants evaluate novel groups. In addition, this research is part of a large-scale effort to assess and predict replicability of social-behavioral science findings.

 

6. Will my taking part and my data be kept confidential? Will it be anonymised?

The records from this study will be kept as confidential as possible. Your data is anonymised – your name is not recorded and will not be used in any reports or publications resulting from the study. 

 

7. Who has reviewed this study?

This study has undergone ethics review in accordance with the LSE Research Ethics Policy and Procedure. In addition, this study has undergone ethics review in accordance with this US Department of Defense Human Research Protection Office (HRPO). This means that authorized representatives from the US Department of Defense Human Research Protection Program may review and/or obtain information related to your participation in this research study as part of their responsibility to protect human research subject volunteers.

 

8. Data Protection Privacy Notice

The LSE Research Privacy Policy can be found at: https://info.lse.ac.uk/staff/divisions/Secretarys-Division/Assets/Documents/Information-Records-Management/Privacy-Notice-for-Research-v1.1.pdf

The legal basis used to process special category personal data (e.g. data that reveals racial or ethnic origin, political opinions, religious or philosophical beliefs, trade union membership, health, sex life or sexual orientation, genetic or biometric data) will be for scientific and historical research or statistical purposes.

To request a copy of the data held about you please contact: glpd.info.rights@lse.ac.uk

We collect data via an Qualtrics survey and Prolific Academic; these two services are cloud-based and therefore data breaches are possible.


9. How will my personal information be protected?

To the best of our ability your answers in this study will remain confidential. We will minimize any risks by not collecting identifiable data like your name, email address etc. Data will be kept secure on a password protected computer and both Qualtrics as well as Prolific Academic have procedures that deal with data protection and privacy (see here https://www.qualtrics.com/support/survey-platform/getting-started/qualtrics-gdpr-compliance/ and here: https://researcher-help.prolific.co/hc/en-gb/articles/360009094594-Data-Protection-and-Privacy and here https://www.prolific.co/assets/docs/Prolific_privacy-policy.pdf). 

Please find information on Terms of Services here: Qualtrics: https://www.qualtrics.com/terms-of-service/

Prolific Academic: https://www.prolific.co/assets/docs/Participant_Terms.pdf; and here: 

https://www.prolific.co/assets/docs/Terms_of_Use.pdf


10. What if I have a question or complaint?

If you have any questions regarding this study please contact the Dr Ilka Gleibs (i.h.gleibs@lse.ac.uk). 

If you have any concerns or complaints regarding the conduct of this research, please contact the LSE Research Governance Manager via research.ethics@lse.ac.uk. 

 

Having read all of the above, are you happy to take part in this study?","Before we start with the survey, we would like to ask a few questions about yourself.



Which of the following best describes your gender? - Selected Choice","Before we start with the survey, we would like to ask a few questions about yourself.



Which of the following best describes your gender? - Non-binary (please specify): - Text",Which of the following best describes your ethnicity? - Selected Choice,Which of the following best describes your ethnicity? - Other (please specify): - Text,How old are you?,"The flower test is simple. When asked for your favorite flower, you must enter the word ""pilut"" in the answer box.
Based on the text you read above, what flower have you been asked to enter?","If you had to decide, which of the two alien tribes do you find more likeable?",How would you describe someone who is choleric?,"Thank you for your participation in this research! Your contribution will be very important to the successful completion of our project.

 

In this debrief form, we want to explain the research in more detail.

 

The aim of this study is to examine what influences people's impression formation of novel groups. More precisely, the assumption is that a novel group is associated with and evaluated on the basis of their unique attributes and participants prefer the first of two ‘alien’ groups when unique traits are negative and shared attributes are positive, but the reverse is true when the unique attributes are positive and shared attributes are negative.

 

In order to frame these variables to you, you were randomly allocated to you to one of two conditions. You either saw shared positive and unique negative traits for Alien group 2 or shared negative and unique positive traits for Alien group 2.

 

This study is part of a larger project that is supported by the US Department of Defense through an award to the Center for Open Science and part of this research is to replicate Study 1 from this paper:

Alves, H., Koch, A., & Unkelbach, C. (2018). A cognitive-ecological explanation of intergroup biases. Psychological science, 29(7), 1126-1133.



If you have any questions or concerns regarding your participation in this study, please contact Dr Ilka Gleibs (i.h.gleibs@lse.ac.uk).
Please click NEXT to be redirected to the Prolific page for your payment. 
If that's not working, please copy-and-paste the link: https://app.prolific.co/submissions/complete?cc=6D9E7E39",PROLIFIC_PID,condition,condition_1-tribe_a-positive_trait_1,condition_1-tribe_a-positive_trait_2,condition_1-tribe_a-positive_trait_3,condition_1-tribe_a-positive_trait_4,condition_1-tribe_a-positive_trait_5,condition_1-tribe_a-positive_trait_6,condition_1-tribe_a-negative_trait_1,condition_1-tribe_a-negative_trait_2,condition_1-tribe_a-negative_trait_3,condition_1-tribe_a-negative_trait_4,condition_1-tribe_a-negative_trait_5,condition_1-tribe_a-negative_trait_6,condition_1-tribe_b-positive_trait_1,condition_1-tribe_b-positive_trait_2,condition_1-tribe_b-positive_trait_3,condition_1-tribe_b-positive_trait_4,condition_1-tribe_b-positive_trait_5,condition_1-tribe_b-positive_trait_6,condition_1-tribe_b-negative_trait_1,condition_1-tribe_b-negative_trait_2,condition_1-tribe_b-negative_trait_3,condition_1-tribe_b-negative_trait_4,condition_1-tribe_b-negative_trait_5,condition_1-tribe_b-negative_trait_6,condition_2-tribe_a-positive_trait_1,condition_2-tribe_a-positive_trait_2,condition_2-tribe_a-positive_trait_3,condition_2-tribe_a-positive_trait_4,condition_2-tribe_a-positive_trait_5,condition_2-tribe_a-positive_trait_6,condition_2-tribe_a-negative_trait_1,condition_2-tribe_a-negative_trait_2,condition_2-tribe_a-negative_trait_3,condition_2-tribe_a-negative_trait_4,condition_2-tribe_a-negative_trait_5,condition_2-tribe_a-negative_trait_6,condition_2-tribe_b-positive_trait_1,condition_2-tribe_b-positive_trait_2,condition_2-tribe_b-positive_trait_3,condition_2-tribe_b-positive_trait_4,condition_2-tribe_b-positive_trait_5,condition_2-tribe_b-positive_trait_6,condition_2-tribe_b-negative_trait_1,condition_2-tribe_b-negative_trait_2,condition_2-tribe_b-negative_trait_3,condition_2-tribe_b-negative_trait_4,condition_2-tribe_b-negative_trait_5,condition_2-tribe_b-negative_trait_6,condition_3-tribe_b-positive_trait_1,condition_3-tribe_b-positive_trait_2,condition_3-tribe_b-positive_trait_3,condition_3-tribe_b-positive_trait_4,condition_3-tribe_b-positive_trait_5,condition_3-tribe_b-positive_trait_6,condition_3-tribe_b-negative_trait_1,condition_3-tribe_b-negative_trait_2,condition_3-tribe_b-negative_trait_3,condition_3-tribe_b-negative_trait_4,condition_3-tribe_b-negative_trait_5,condition_3-tribe_b-negative_trait_6,condition_3-tribe_a-positive_trait_1,condition_3-tribe_a-positive_trait_2,condition_3-tribe_a-positive_trait_3,condition_3-tribe_a-positive_trait_4,condition_3-tribe_a-positive_trait_5,condition_3-tribe_a-positive_trait_6,condition_3-tribe_a-negative_trait_1,condition_3-tribe_a-negative_trait_2,condition_3-tribe_a-negative_trait_3,condition_3-tribe_a-negative_trait_4,condition_3-tribe_a-negative_trait_5,condition_3-tribe_a-negative_trait_6,condition_4-tribe_b-positive_trait_1,condition_4-tribe_b-positive_trait_2,condition_4-tribe_b-positive_trait_3,condition_4-tribe_b-positive_trait_4,condition_4-tribe_b-positive_trait_5,condition_4-tribe_b-positive_trait_6,condition_4-tribe_b-negative_trait_1,condition_4-tribe_b-negative_trait_2,condition_4-tribe_b-negative_trait_3,condition_4-tribe_b-negative_trait_4,condition_4-tribe_b-negative_trait_5,condition_4-tribe_b-negative_trait_6,condition_4-tribe_a-positive_trait_1,condition_4-tribe_a-positive_trait_2,condition_4-tribe_a-positive_trait_3,condition_4-tribe_a-positive_trait_4,condition_4-tribe_a-positive_trait_5,condition_4-tribe_a-positive_trait_6,condition_4-tribe_a-negative_trait_1,condition_4-tribe_a-negative_trait_2,condition_4-tribe_a-negative_trait_3,condition_4-tribe_a-negative_trait_4,condition_4-tribe_a-negative_trait_5,condition_4-tribe_a-negative_trait_6
100,6,1,23/06/2020 10:47,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,161,1,23/06/2020 10:54,anonymous,EN,1,2,,5,,35,pilut,0,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,Relaxed,,,Resentful,,Faithless,Choleric,,,,Likeable,,,Caring,Trustworthy,Resentful,,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,130,1,23/06/2020 10:54,anonymous,EN,1,2,,5,,35,pilut,1,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,,Caring,Trustworthy,,Dumb,Faithless,,,Egoistic,,Likeable,,,Caring,Trustworthy,Resentful,,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,205,1,23/06/2020 10:55,anonymous,EN,1,2,,5,,18,pilut,1,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,Caring,Trustworthy,Resentful,,Faithless,,,Egoistic,Tolerant,Likeable,Funny,,,,Resentful,,Faithless,,,Egoistic
100,264,1,23/06/2020 10:56,anonymous,EN,1,1,,5,,25,pilut,0,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,Caring,Trustworthy,,Dumb,Faithless,Choleric,,,Tolerant,Likeable,Funny,,,,,Dumb,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,182,1,23/06/2020 10:58,anonymous,EN,1,1,,5,,24,pilut,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,Caring,,Resentful,,,Choleric,Withdrawn,,,Likeable,Funny,,Caring,,,Dumb,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,206,1,23/06/2020 10:58,anonymous,EN,1,1,,4,,23,Pilut,0,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,Caring,,Resentful,,,,Withdrawn,Egoistic,,,Funny,Relaxed,,Trustworthy,Resentful,,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,303,1,23/06/2020 10:58,anonymous,EN,1,2,,4,,23,Pilut,0,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,Resentful,Dumb,,Choleric,,,Tolerant,,Funny,,,Trustworthy,Resentful,Dumb,,Choleric,,
